Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EK","Livestock Patterns","231","United States of America","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.05","Fc","Calculated data"
"EK","Livestock Patterns","231","United States of America","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","13.95","Fc","Calculated data"
"EK","Livestock Patterns","231","United States of America","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","19712158.29","Fc","Calculated data"
"EK","Livestock Patterns","240","United States Virgin Islands","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.11","Fc","Calculated data"
"EK","Livestock Patterns","240","United States Virgin Islands","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","6.28","Fc","Calculated data"
"EK","Livestock Patterns","240","United States Virgin Islands","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","426.18","Fc","Calculated data"
"EK","Livestock Patterns","234","Uruguay","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.02","Fc","Calculated data"
"EK","Livestock Patterns","234","Uruguay","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","3.51","Fc","Calculated data"
"EK","Livestock Patterns","234","Uruguay","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","334380","Fc","Calculated data"
"EK","Livestock Patterns","235","Uzbekistan","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.02","Fc","Calculated data"
"EK","Livestock Patterns","235","Uzbekistan","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","6.01","Fc","Calculated data"
"EK","Livestock Patterns","235","Uzbekistan","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","630000","Fc","Calculated data"
"EK","Livestock Patterns","155","Vanuatu","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.05","Fc","Calculated data"
"EK","Livestock Patterns","155","Vanuatu","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","6.21","Fc","Calculated data"
"EK","Livestock Patterns","155","Vanuatu","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","8796.2","Fc","Calculated data"
"EK","Livestock Patterns","236","Venezuela (Bolivarian Republic of)","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.06","Fc","Calculated data"
"EK","Livestock Patterns","236","Venezuela (Bolivarian Republic of)","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","8.37","Fc","Calculated data"
"EK","Livestock Patterns","236","Venezuela (Bolivarian Republic of)","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","1205946.84","Fc","Calculated data"
"EK","Livestock Patterns","237","Viet Nam","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.24","Fc","Calculated data"
"EK","Livestock Patterns","237","Viet Nam","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","19","Fc","Calculated data"
"EK","Livestock Patterns","237","Viet Nam","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","2952093.66","Fc","Calculated data"
"EK","Livestock Patterns","243","Wallis and Futuna Islands","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.11","Fc","Calculated data"
"EK","Livestock Patterns","243","Wallis and Futuna Islands","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","9.99","Fc","Calculated data"
"EK","Livestock Patterns","243","Wallis and Futuna Islands","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","650.82","Fc","Calculated data"
"EK","Livestock Patterns","249","Yemen","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.03","Fc","Calculated data"
"EK","Livestock Patterns","249","Yemen","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","14.88","Fc","Calculated data"
"EK","Livestock Patterns","249","Yemen","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","650000","Fc","Calculated data"
"EK","Livestock Patterns","251","Zambia","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.02","Fc","Calculated data"
"EK","Livestock Patterns","251","Zambia","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","13.55","Fc","Calculated data"
"EK","Livestock Patterns","251","Zambia","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","403338.9","Fc","Calculated data"
"EK","Livestock Patterns","181","Zimbabwe","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.01","Fc","Calculated data"
"EK","Livestock Patterns","181","Zimbabwe","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","5.88","Fc","Calculated data"
"EK","Livestock Patterns","181","Zimbabwe","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","220751.98","Fc","Calculated data"
